,Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities
17164,25155,Arkansas,US,2020-01-31,0.0,0.0
17165,25156,Arkansas,US,2020-02-01,0.0,0.0
17166,25157,Arkansas,US,2020-02-02,0.0,0.0
17167,25158,Arkansas,US,2020-02-03,0.0,0.0
17168,25159,Arkansas,US,2020-02-04,0.0,0.0
17169,25160,Arkansas,US,2020-02-05,0.0,0.0
17170,25161,Arkansas,US,2020-02-06,0.0,0.0
17171,25162,Arkansas,US,2020-02-07,0.0,0.0
17172,25163,Arkansas,US,2020-02-08,0.0,0.0
17173,25164,Arkansas,US,2020-02-09,0.0,0.0
17174,25165,Arkansas,US,2020-02-10,0.0,0.0
17175,25166,Arkansas,US,2020-02-11,0.0,0.0
17176,25167,Arkansas,US,2020-02-12,0.0,0.0
17177,25168,Arkansas,US,2020-02-13,0.0,0.0
17178,25169,Arkansas,US,2020-02-14,0.0,0.0
17179,25170,Arkansas,US,2020-02-15,0.0,0.0
17180,25171,Arkansas,US,2020-02-16,0.0,0.0
17181,25172,Arkansas,US,2020-02-17,0.0,0.0
17182,25173,Arkansas,US,2020-02-18,0.0,0.0
17183,25174,Arkansas,US,2020-02-19,0.0,0.0
17184,25175,Arkansas,US,2020-02-20,0.0,0.0
17185,25176,Arkansas,US,2020-02-21,0.0,0.0
17186,25177,Arkansas,US,2020-02-22,0.0,0.0
17187,25178,Arkansas,US,2020-02-23,0.0,0.0
17188,25179,Arkansas,US,2020-02-24,0.0,0.0
17189,25180,Arkansas,US,2020-02-25,0.0,0.0
17190,25181,Arkansas,US,2020-02-26,0.0,0.0
17191,25182,Arkansas,US,2020-02-27,0.0,0.0
17192,25183,Arkansas,US,2020-02-28,0.0,0.0
17193,25184,Arkansas,US,2020-02-29,0.0,0.0
17194,25185,Arkansas,US,2020-03-01,0.0,0.0
17195,25186,Arkansas,US,2020-03-02,0.0,0.0
17196,25187,Arkansas,US,2020-03-03,0.0,0.0
17197,25188,Arkansas,US,2020-03-04,0.0,0.0
17198,25189,Arkansas,US,2020-03-05,0.0,0.0
17199,25190,Arkansas,US,2020-03-06,0.0,0.0
17200,25191,Arkansas,US,2020-03-07,0.0,0.0
17201,25192,Arkansas,US,2020-03-08,0.0,0.0
17202,25193,Arkansas,US,2020-03-09,0.0,0.0
17203,25194,Arkansas,US,2020-03-10,0.0,0.0
17204,25195,Arkansas,US,2020-03-11,1.0,0.0
17205,25196,Arkansas,US,2020-03-12,6.0,0.0
17206,25197,Arkansas,US,2020-03-13,6.0,0.0
17207,25198,Arkansas,US,2020-03-14,12.0,0.0
17208,25199,Arkansas,US,2020-03-15,16.0,0.0
17209,25200,Arkansas,US,2020-03-16,22.0,0.0
17210,25201,Arkansas,US,2020-03-17,22.0,0.0
17211,25202,Arkansas,US,2020-03-18,33.0,0.0
17212,25203,Arkansas,US,2020-03-19,62.0,0.0
17213,25204,Arkansas,US,2020-03-20,96.0,0.0
17214,25205,Arkansas,US,2020-03-21,122.0,0.0
17215,25206,Arkansas,US,2020-03-22,165.0,0.0
17216,25207,Arkansas,US,2020-03-23,192.0,0.0
17217,25208,Arkansas,US,2020-03-24,219.0,2.0
17218,25209,Arkansas,US,2020-03-25,280.0,2.0
17219,25210,Arkansas,US,2020-03-26,335.0,2.0
17220,25211,Arkansas,US,2020-03-27,381.0,3.0
17221,25212,Arkansas,US,2020-03-28,409.0,5.0
17222,25213,Arkansas,US,2020-03-29,426.0,6.0
17223,25214,Arkansas,US,2020-03-30,473.0,7.0
17224,25215,Arkansas,US,2020-03-31,523.0,8.0
17225,25216,Arkansas,US,2020-04-01,584.0,10.0
17226,25217,Arkansas,US,2020-04-02,643.0,12.0
17227,25218,Arkansas,US,2020-04-03,704.0,12.0
17228,25253,California,US,2020-01-22,0.0,0.0
17229,25254,California,US,2020-01-23,0.0,0.0
17230,25255,California,US,2020-01-24,0.0,0.0
17231,25256,California,US,2020-01-25,0.0,0.0
17232,25257,California,US,2020-01-26,0.0,0.0
17233,25258,California,US,2020-01-27,0.0,0.0
17234,25259,California,US,2020-01-28,0.0,0.0
17235,25260,California,US,2020-01-29,0.0,0.0
17236,25261,California,US,2020-01-30,0.0,0.0
17237,25262,California,US,2020-01-31,0.0,0.0
17238,25263,California,US,2020-02-01,0.0,0.0
17239,25264,California,US,2020-02-02,0.0,0.0
17240,25265,California,US,2020-02-03,0.0,0.0
17241,25266,California,US,2020-02-04,0.0,0.0
17242,25267,California,US,2020-02-05,0.0,0.0
17243,25268,California,US,2020-02-06,0.0,0.0
17244,25269,California,US,2020-02-07,0.0,0.0
17245,25270,California,US,2020-02-08,0.0,0.0
17246,25271,California,US,2020-02-09,0.0,0.0
17247,25272,California,US,2020-02-10,0.0,0.0
17248,25273,California,US,2020-02-11,0.0,0.0
17249,25274,California,US,2020-02-12,0.0,0.0
17250,25275,California,US,2020-02-13,0.0,0.0
17251,25276,California,US,2020-02-14,0.0,0.0
17252,25277,California,US,2020-02-15,0.0,0.0
17253,25278,California,US,2020-02-16,0.0,0.0
17254,25279,California,US,2020-02-17,0.0,0.0
17255,25280,California,US,2020-02-18,0.0,0.0
17256,25281,California,US,2020-02-19,0.0,0.0
17257,25282,California,US,2020-02-20,0.0,0.0
17258,25283,California,US,2020-02-21,0.0,0.0
17259,25284,California,US,2020-02-22,0.0,0.0
17260,25285,California,US,2020-02-23,0.0,0.0
17261,25286,California,US,2020-02-24,0.0,0.0
17262,25287,California,US,2020-02-25,0.0,0.0
17263,25288,California,US,2020-02-26,0.0,0.0
17264,25289,California,US,2020-02-27,0.0,0.0
17265,25290,California,US,2020-02-28,0.0,0.0
17266,25291,California,US,2020-02-29,0.0,0.0
17267,25292,California,US,2020-03-01,0.0,0.0
17268,25293,California,US,2020-03-02,0.0,0.0
17269,25294,California,US,2020-03-03,0.0,0.0
17270,25295,California,US,2020-03-04,0.0,0.0
17271,25296,California,US,2020-03-05,0.0,0.0
17272,25297,California,US,2020-03-06,0.0,0.0
17273,25298,California,US,2020-03-07,0.0,0.0
17274,25299,California,US,2020-03-08,0.0,0.0
17275,25300,California,US,2020-03-09,0.0,0.0
17276,25301,California,US,2020-03-10,144.0,2.0
17277,25302,California,US,2020-03-11,177.0,3.0
17278,25303,California,US,2020-03-12,221.0,4.0
17279,25304,California,US,2020-03-13,282.0,4.0
17280,25305,California,US,2020-03-14,340.0,5.0
17281,25306,California,US,2020-03-15,426.0,6.0
17282,25307,California,US,2020-03-16,557.0,7.0
17283,25308,California,US,2020-03-17,698.0,12.0
17284,25309,California,US,2020-03-18,751.0,13.0
17285,25310,California,US,2020-03-19,952.0,18.0
17286,25311,California,US,2020-03-20,1177.0,23.0
17287,25312,California,US,2020-03-21,1364.0,24.0
17288,25313,California,US,2020-03-22,1646.0,30.0
17289,25314,California,US,2020-03-23,2108.0,39.0
17290,25315,California,US,2020-03-24,2538.0,50.0
17291,25316,California,US,2020-03-25,2998.0,65.0
17292,25317,California,US,2020-03-26,3899.0,81.0
17293,25318,California,US,2020-03-27,4657.0,94.0
17294,25319,California,US,2020-03-28,5095.0,110.0
17295,25320,California,US,2020-03-29,5852.0,124.0
17296,25321,California,US,2020-03-30,7138.0,146.0
17297,25322,California,US,2020-03-31,8210.0,173.0
17298,25323,California,US,2020-04-01,9399.0,199.0
17299,25324,California,US,2020-04-02,10773.0,238.0
17300,25325,California,US,2020-04-03,12004.0,265.0
17301,25360,Colorado,US,2020-01-22,0.0,0.0
17302,25361,Colorado,US,2020-01-23,0.0,0.0
17303,25362,Colorado,US,2020-01-24,0.0,0.0
17304,25363,Colorado,US,2020-01-25,0.0,0.0
17305,25364,Colorado,US,2020-01-26,0.0,0.0
17306,25365,Colorado,US,2020-01-27,0.0,0.0
17307,25366,Colorado,US,2020-01-28,0.0,0.0
17308,25367,Colorado,US,2020-01-29,0.0,0.0
17309,25368,Colorado,US,2020-01-30,0.0,0.0
17310,25369,Colorado,US,2020-01-31,0.0,0.0
17311,25370,Colorado,US,2020-02-01,0.0,0.0
17312,25371,Colorado,US,2020-02-02,0.0,0.0
17313,25372,Colorado,US,2020-02-03,0.0,0.0
17314,25373,Colorado,US,2020-02-04,0.0,0.0
17315,25374,Colorado,US,2020-02-05,0.0,0.0
17316,25375,Colorado,US,2020-02-06,0.0,0.0
17317,25376,Colorado,US,2020-02-07,0.0,0.0
17318,25377,Colorado,US,2020-02-08,0.0,0.0
17319,25378,Colorado,US,2020-02-09,0.0,0.0
17320,25379,Colorado,US,2020-02-10,0.0,0.0
17321,25380,Colorado,US,2020-02-11,0.0,0.0
17322,25381,Colorado,US,2020-02-12,0.0,0.0
17323,25382,Colorado,US,2020-02-13,0.0,0.0
17324,25383,Colorado,US,2020-02-14,0.0,0.0
17325,25384,Colorado,US,2020-02-15,0.0,0.0
17326,25385,Colorado,US,2020-02-16,0.0,0.0
17327,25386,Colorado,US,2020-02-17,0.0,0.0
17328,25387,Colorado,US,2020-02-18,0.0,0.0
17329,25388,Colorado,US,2020-02-19,0.0,0.0
17330,25389,Colorado,US,2020-02-20,0.0,0.0
17331,25390,Colorado,US,2020-02-21,0.0,0.0
17332,25391,Colorado,US,2020-02-22,0.0,0.0
17333,25392,Colorado,US,2020-02-23,0.0,0.0
17334,25393,Colorado,US,2020-02-24,0.0,0.0
17335,25394,Colorado,US,2020-02-25,0.0,0.0
17336,25395,Colorado,US,2020-02-26,0.0,0.0
17337,25396,Colorado,US,2020-02-27,0.0,0.0
17338,25397,Colorado,US,2020-02-28,0.0,0.0
17339,25398,Colorado,US,2020-02-29,0.0,0.0
17340,25399,Colorado,US,2020-03-01,0.0,0.0
17341,25400,Colorado,US,2020-03-02,0.0,0.0
17342,25401,Colorado,US,2020-03-03,0.0,0.0
17343,25402,Colorado,US,2020-03-04,0.0,0.0
17344,25403,Colorado,US,2020-03-05,0.0,0.0
17345,25404,Colorado,US,2020-03-06,0.0,0.0
17346,25405,Colorado,US,2020-03-07,0.0,0.0
17347,25406,Colorado,US,2020-03-08,0.0,0.0
17348,25407,Colorado,US,2020-03-09,0.0,0.0
17349,25408,Colorado,US,2020-03-10,15.0,0.0
17350,25409,Colorado,US,2020-03-11,34.0,0.0
17351,25410,Colorado,US,2020-03-12,45.0,0.0
17352,25411,Colorado,US,2020-03-13,49.0,0.0
17353,25412,Colorado,US,2020-03-14,101.0,1.0
17354,25413,Colorado,US,2020-03-15,131.0,1.0
17355,25414,Colorado,US,2020-03-16,160.0,1.0
17356,25415,Colorado,US,2020-03-17,160.0,2.0
17357,25416,Colorado,US,2020-03-18,184.0,2.0
17358,25417,Colorado,US,2020-03-19,277.0,4.0
17359,25418,Colorado,US,2020-03-20,363.0,4.0
17360,25419,Colorado,US,2020-03-21,390.0,4.0
17361,25420,Colorado,US,2020-03-22,591.0,6.0
17362,25421,Colorado,US,2020-03-23,704.0,7.0
17363,25422,Colorado,US,2020-03-24,723.0,8.0
17364,25423,Colorado,US,2020-03-25,1021.0,16.0
17365,25424,Colorado,US,2020-03-26,1430.0,19.0
17366,25425,Colorado,US,2020-03-27,1433.0,27.0
17367,25426,Colorado,US,2020-03-28,1740.0,31.0
17368,25427,Colorado,US,2020-03-29,2307.0,47.0
17369,25428,Colorado,US,2020-03-30,2311.0,47.0
17370,25429,Colorado,US,2020-03-31,2966.0,69.0
17371,25430,Colorado,US,2020-04-01,2982.0,69.0
17372,25431,Colorado,US,2020-04-02,3342.0,80.0
17373,25432,Colorado,US,2020-04-03,3742.0,97.0
17374,25467,Connecticut,US,2020-01-22,0.0,0.0
17375,25468,Connecticut,US,2020-01-23,0.0,0.0
17376,25469,Connecticut,US,2020-01-24,0.0,0.0
17377,25470,Connecticut,US,2020-01-25,0.0,0.0
17378,25471,Connecticut,US,2020-01-26,0.0,0.0
17379,25472,Connecticut,US,2020-01-27,0.0,0.0
17380,25473,Connecticut,US,2020-01-28,0.0,0.0
17381,25474,Connecticut,US,2020-01-29,0.0,0.0
17382,25475,Connecticut,US,2020-01-30,0.0,0.0
17383,25476,Connecticut,US,2020-01-31,0.0,0.0
17384,25477,Connecticut,US,2020-02-01,0.0,0.0
17385,25478,Connecticut,US,2020-02-02,0.0,0.0
17386,25479,Connecticut,US,2020-02-03,0.0,0.0
17387,25480,Connecticut,US,2020-02-04,0.0,0.0
17388,25481,Connecticut,US,2020-02-05,0.0,0.0
17389,25482,Connecticut,US,2020-02-06,0.0,0.0
17390,25483,Connecticut,US,2020-02-07,0.0,0.0
17391,25484,Connecticut,US,2020-02-08,0.0,0.0
17392,25485,Connecticut,US,2020-02-09,0.0,0.0
17393,25486,Connecticut,US,2020-02-10,0.0,0.0
17394,25487,Connecticut,US,2020-02-11,0.0,0.0
17395,25488,Connecticut,US,2020-02-12,0.0,0.0
17396,25489,Connecticut,US,2020-02-13,0.0,0.0
17397,25490,Connecticut,US,2020-02-14,0.0,0.0
17398,25491,Connecticut,US,2020-02-15,0.0,0.0
17399,25492,Connecticut,US,2020-02-16,0.0,0.0
17400,25493,Connecticut,US,2020-02-17,0.0,0.0
17401,25494,Connecticut,US,2020-02-18,0.0,0.0
17402,25495,Connecticut,US,2020-02-19,0.0,0.0
17403,25496,Connecticut,US,2020-02-20,0.0,0.0
17404,25497,Connecticut,US,2020-02-21,0.0,0.0
17405,25498,Connecticut,US,2020-02-22,0.0,0.0
17406,25499,Connecticut,US,2020-02-23,0.0,0.0
17407,25500,Connecticut,US,2020-02-24,0.0,0.0
17408,25501,Connecticut,US,2020-02-25,0.0,0.0
17409,25502,Connecticut,US,2020-02-26,0.0,0.0
17410,25503,Connecticut,US,2020-02-27,0.0,0.0
17411,25504,Connecticut,US,2020-02-28,0.0,0.0
17412,25505,Connecticut,US,2020-02-29,0.0,0.0
17413,25506,Connecticut,US,2020-03-01,0.0,0.0
17414,25507,Connecticut,US,2020-03-02,0.0,0.0
17415,25508,Connecticut,US,2020-03-03,0.0,0.0
17416,25509,Connecticut,US,2020-03-04,0.0,0.0
17417,25510,Connecticut,US,2020-03-05,0.0,0.0
17418,25511,Connecticut,US,2020-03-06,0.0,0.0
17419,25512,Connecticut,US,2020-03-07,0.0,0.0
17420,25513,Connecticut,US,2020-03-08,0.0,0.0
17421,25514,Connecticut,US,2020-03-09,0.0,0.0
17422,25515,Connecticut,US,2020-03-10,2.0,0.0
17423,25516,Connecticut,US,2020-03-11,3.0,0.0
17424,25517,Connecticut,US,2020-03-12,5.0,0.0
17425,25518,Connecticut,US,2020-03-13,11.0,0.0
17426,25519,Connecticut,US,2020-03-14,22.0,0.0
17427,25520,Connecticut,US,2020-03-15,24.0,0.0
17428,25521,Connecticut,US,2020-03-16,30.0,0.0
17429,25522,Connecticut,US,2020-03-17,68.0,0.0
17430,25523,Connecticut,US,2020-03-18,68.0,0.0
17431,25524,Connecticut,US,2020-03-19,159.0,2.0
17432,25525,Connecticut,US,2020-03-20,194.0,3.0
17433,25526,Connecticut,US,2020-03-21,194.0,4.0
17434,25527,Connecticut,US,2020-03-22,327.0,8.0
